timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724522985662,2709,Create Pet,200,OK,Thread Group 1-354,text,true,,490,410,193,193,https://petstore.swagger.io/v2/pet,2709,0,2407
1724522987317,1060,Search Pet,200,OK,Thread Group 1-378,text,true,,46202,189,192,192,https://petstore.swagger.io/v2/pet/findByStatus?status=available,920,0,0
1724522985643,2753,Search Pet,200,OK,Thread Group 1-90,text,true,,43066,189,191,191,https://petstore.swagger.io/v2/pet/findByStatus?status=available,771,0,0
1724522987311,1093,Search Pet,200,OK,Thread Group 1-394,text,true,,46195,189,190,190,https://petstore.swagger.io/v2/pet/findByStatus?status=available,882,0,0
1724522987108,1296,Search Pet,200,OK,Thread Group 1-339,text,true,,18657,184,190,190,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,1269,0,0
1724522987572,833,Search Pet,200,OK,Thread Group 1-172,text,true,,20512,184,188,188,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,705,0,0
1724522987193,1218,Search Pet,200,OK,Thread Group 1-157,text,true,,46036,189,187,187,https://petstore.swagger.io/v2/pet/findByStatus?status=available,597,0,0
1724522987279,1137,Search Pet,200,OK,Thread Group 1-160,text,true,,46195,189,186,186,https://petstore.swagger.io/v2/pet/findByStatus?status=available,1073,0,0
1724522987450,973,Search Pet,200,OK,Thread Group 1-248,text,true,,45880,189,185,185,https://petstore.swagger.io/v2/pet/findByStatus?status=available,601,0,0
1724522987258,1169,Search Pet,200,OK,Thread Group 1-333,text,true,,46195,189,184,184,https://petstore.swagger.io/v2/pet/findByStatus?status=available,805,0,0
1724522986371,2061,Search Pet,200,OK,Thread Group 1-168,text,true,,44483,189,183,183,https://petstore.swagger.io/v2/pet/findByStatus?status=available,1948,0,0
1724522985561,2876,Create Pet,200,OK,Thread Group 1-342,text,true,,492,412,182,182,https://petstore.swagger.io/v2/pet,2876,0,2562
1724522985772,2696,Create Pet,200,OK,Thread Group 1-375,text,true,,491,411,182,182,https://petstore.swagger.io/v2/pet,2696,0,2351
1724522987383,1086,Search Pet,200,OK,Thread Group 1-379,text,true,,20343,191,182,182,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,1063,0,0
1724522987816,660,Search Pet,200,OK,Thread Group 1-256,text,true,,21601,184,181,181,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,652,0,0
